,direction,direction_spherical,peaks,column_density,angle_respect_to_los
623,"[0.07673524898301375, -0.19883684207658414, 0.977023854261771]","[0.21477743226799936, -1.2024859047291152]","[19.51954706290372, 8.202461465313815, 28.29754528716311]",5.4433087269670376e+16,0.5831397190445267
2694,"[0.42181635588376476, -0.7460159997339608, -0.5152970891145039]","[2.112150596976127, -1.0561874220120975]","[4.301918582634535, 7.42539668003392, 27.283277606588463]",5.711070916561574e+16,0.5831558848313859
2604,"[-0.2671518888911192, -0.12509196537839395, -0.9555008469173002]","[2.8421493188007614, -2.7036719538021425]","[30.497667289619407, 0.024740658106239266, 19.319706239137886]",6.578673466608394e+17,0.5831739281891519
1357,"[0.9486553883178501, -0.2067350495971058, 0.23940253441346707]","[1.3290458824948304, -0.21456955880019393]","[39.04257580729497, 37.19886641525007, 9.249743545125945]",1.950176912670114e+21,0.583409541096386
860,"[-0.7208926799198241, 0.5627318358159371, 0.4045326006606136]","[1.1543286390439287, 2.4787908323996364]","[30.51608397939664, 20.24403117791698, 38.56250288488379]",2.667822139773909e+16,0.5834244295953264
1305,"[-0.27324957320558213, -0.9310256775373142, 0.24192118243170305]","[1.3264509665162476, -1.8562728107613642]","[20.994576707054286, 10.720296256453423, 2.5407514952738737]",5.590850397633304e+16,0.5838766499760754
1006,"[0.5145495696194139, -0.8207409236529115, -0.2482399577945521]","[1.8216592435422483, -1.0108081963111681]","[6.0045504512168755, 34.66724653682088, 26.068338424802015]",6.520375220735262e+16,0.5843820675291449
1317,"[2.3488799810647385e-05, -0.9162607970895602, 0.400582264685152]","[1.1586440896454773, -1.5707706912991075]","[33.00096550063057, 0.015582192978094156, 22.287458928018438]",2.1406943016500976e+16,0.5849245458651577
737,"[-0.6804062918840648, 0.5983274203840059, 0.4231448640609946]","[1.1338828936551284, 2.4202941737489967]","[24.90854688201182, 2.7789560820306036, 28.74396050288238]",1.5099180269232684e+18,0.5853430580031085
720,"[0.7619444170007059, 0.6258734205849783, 0.16650275315054802]","[1.4035144838870965, 0.6876638164049208]","[2.501934565298411, 34.65786512059525, 9.059992369822798]",3.2064388014691308e+16,0.5858722049100782
243,"[-0.5489518946560947, -0.4194338960997903, 0.7229986335782622]","[0.7626633060173724, -2.4891517356017907]","[23.039297040650503, 30.78390318710413, 20.287768961348693]",2.3115342094088867e+20,0.5861618812805484
1294,"[-0.288833164021391, -0.19480487633841606, -0.9373507686646269]","[2.7857428555057524, -2.548217717916221]","[28.65975012739227, 32.33514360895433, 0.9121907587724403]",1.6658686453636552e+18,0.5864775458856197
1115,"[-0.4108972708277861, -0.8902501756806305, 0.19651477686648242]","[1.372994214014983, -2.0032157464224847]","[12.284640555811254, 38.486758276359005, 33.295624616160005]",8.65273958128853e+16,0.5866792380690384
1229,"[-0.4601289380742707, -0.8870642247340522, -0.03739547490832181]","[1.6082005229654919, -2.049299524835845]","[4.228218704208153, 22.970426861090573, 27.651727173814223]",3.2247445599927344e+16,0.5876655629571634
1091,"[0.8469308117331471, 0.39622183307291564, -0.35456516909218544]","[1.9332453088132757, 0.4375841486733699]","[4.087226858465137, 13.037282173395855, 20.06759181858847]",2.594246686316455e+18,0.58775234650751
1541,"[0.30319779602605407, -0.8744450511351005, 0.3787043028937951]","[1.1824004020567667, -1.23703611875745]","[33.537413773860365, 31.140784296827952, 38.57740383250581]",9.337598225234954e+16,0.5893675305392665
1918,"[-0.9679208990299817, 0.23279808676182828, -0.0945208126341721]","[1.6654584526919418, 2.905562153601327]","[5.915615622954476, 37.692248801298064, 12.888369953067937]",2.8258343284592976e+19,0.5897880835900302
1253,"[-0.7210376251473458, -0.6751131675548283, 0.1559710040871799]","[1.4141859147491609, -2.389076257192392]","[6.5832271874117705, 2.480776652332137, 33.858431397127944]",2.0311794302662436e+18,0.5902038663299943
442,"[0.7996749685705189, 0.542098378533012, -0.2581652428845125]","[1.8319189100483626, 0.5957381609159794]","[15.36901620088851, 23.57365962684912, 29.997491294359325]",7.147496970774761e+16,0.5903538548415026
1182,"[-0.5869309688878022, -0.713412651609239, 0.38282427598612456]","[1.1779447922451636, -2.2592316205466054]","[6.150687080436327, 34.51639623065962, 13.05699932989924]",3.70929260107781e+16,0.590506602466019
1747,"[0.6658842005529408, -0.07380619567598588, -0.7423953642997843]","[2.4074350111394773, -0.11038880139857828]","[2.8377571315297345, 23.2370887174748, 25.167398120810276]",5.955393519033949e+18,0.5911784472777911
619,"[-0.414191318950842, -0.0577458669896128, 0.908356189031252]","[0.4314599060558227, -3.003067234196388]","[19.733801985013272, 17.369241818668037, 15.191265066091821]",1.7850191369525904e+17,0.5914930104931833
907,"[-0.5080426954892155, -0.8592582337587972, -0.05973196194471031]","[1.6305638655735621, -2.1047625630008144]","[34.18974573336921, 6.806540249282504, 28.129951542307737]",6.404863517111992e+16,0.5916210829801671
970,"[-0.6553491288454273, -0.7333872827326157, 0.18072247466103855]","[1.3890753550559851, -2.300059886461861]","[25.351881363188255, 13.082789405317996, 7.445740272294902]",7.838337669676404e+18,0.5917859147369131
459,"[-0.5383718163029092, 0.836940528138094, -0.09841920427759591]","[1.669375114632496, 2.142420035817078]","[25.849409387773854, 31.490629116242744, 8.652521340959133]",3.1313982806707706e+17,0.592600086774345
716,"[-0.9663789266132181, -0.25415600979473646, -0.03894217357957905]","[1.6097483496855227, -2.88441820766828]","[32.001331696865265, 39.45834494727472, 25.633867162869265]",4.7019410023293144e+16,0.5926145745783562
1851,"[0.2841879840715681, 0.0943955268083213, 0.9541104098729444]","[0.30412144037088823, 0.3206930611295068]","[2.7529312566586945, 22.207785097065088, 1.739040878923804]",5.863889674968119e+18,0.5926276132542284
652,"[-0.292639043332231, -0.4120357869311927, 0.8628956487348796]","[0.5298247564267523, -2.1883532885271797]","[24.10476491736227, 24.95608119417031, 3.7640909973812953]",5.506694089136856e+16,0.5927557794473222
761,"[-0.9874673252708466, 0.1077071465752818, 0.1153579303691383]","[1.455180998682757, 3.032948012359962]","[29.32597136661603, 10.48083834033839, 16.32828760040824]",2.1041568358255024e+17,0.5948892564000697
2247,"[0.36578999616690233, 0.12038238062321346, -0.9228790609498654]","[2.7462874095256598, 0.3179379304850606]","[25.229034109729753, 16.36020553447414, 0.4108992488015559]",1.777984299097359e+19,0.5949088087116399
385,"[0.444772686766306, 0.2644140157805649, 0.8557233696501907]","[0.5438491039439327, 0.5363600087505295]","[12.380813196388107, 22.090825559291844, 34.93128812278138]",1.0936035418815135e+18,0.5949118335522444
286,"[0.4360077507407077, -0.08174964379229509, 0.8962222029351101]","[0.4596175883401137, -0.18534394084873212]","[22.952122229258478, 27.65858470650457, 39.830778546434686]",7.675185633355894e+16,0.595119828290567
900,"[0.8596998389127767, -0.4277281791908845, -0.27922176079130406]","[1.8537798658880542, -0.46167125952902777]","[34.90307205537756, 7.412936438055027, 22.116912000752272]",1.572078971827698e+17,0.595474341105638
2289,"[0.19256607645549076, 0.7291009396460476, -0.6567572808928638]","[2.2873068854343903, 1.3125782424892096]","[7.107542298047799, 23.685422088496864, 30.79828613938598]",4.817247014599718e+19,0.5962457468487435
43,"[-0.22348240638182773, 0.3194593960390541, 0.9208698650298804]","[0.4004905217626754, 2.1812298522361826]","[29.705533638189046, 19.52836876705996, 38.173122080555366]",1.475700778576068e+17,0.5978182795160263
314,"[-0.9133106531739045, 0.4047759524015309, -0.04494529070424056]","[1.6157567634455412, 2.7244110257037426]","[22.955200410901433, 29.48620858178811, 27.535384007527256]",7.307657686182488e+16,0.5980572903901835
2172,"[0.8118242040087512, 0.5028945053397894, -0.29671295604439984]","[1.872045080633697, 0.5546072493915112]","[10.066105062990438, 4.645196713409636, 8.557267731579188]",2.235684973660412e+16,0.5982545510471434
953,"[0.8704444735243554, -0.3828515137968999, 0.3094368059787502]","[1.256195613719345, -0.4143682138164756]","[38.14387298070298, 23.672493118917952, 6.128395164421705]",2.1471578061031404e+19,0.5984061309864069
1269,"[-0.9523782438504642, -0.26086217500597275, 0.1578816211326027]","[1.4122513284667342, -2.874243751624388]","[10.634638147417778, 14.492321716930448, 30.60386091273697]",2.099265826756564e+16,0.5985881822154094
80,"[0.2730815259601153, -0.7810001408388266, -0.5616629417978608]","[2.1671906812521082, -1.2344278385256788]","[4.174659032871013, 30.49327843601273, 7.78131608795103]",1.9522325577991264e+16,0.5988071914684885
488,"[-0.6947955099971886, -0.6561883581054442, 0.29440794482253396]","[1.271960379340761, -2.3847637784406084]","[37.49102814722899, 0.233291598921479, 20.013946106496192]",6.66842183122941e+18,0.5989420107623749
2259,"[0.296782095318803, -0.3522198899025216, 0.8876156471442108]","[0.4786540580269723, -0.8706113792286639]","[8.477846298685122, 37.49274129101801, 39.2201914700489]",1.4371309587867826e+17,0.5989940794870239
972,"[0.7432154611622497, -0.6198841668172173, 0.2517427218783289]","[1.316315776844736, -0.6951652926265122]","[5.144280694937457, 36.327838045104656, 27.983090624527208]",1.5763784083621659e+19,0.5990127559780097
1822,"[-0.8990515180871136, 0.436383077353115, -0.035723628386288495]","[1.6065275578305827, 2.6897079957517227]","[30.28255625512473, 14.722889727476641, 18.89579772041482]",1.53803799710317e+20,0.5993532123673639
1436,"[0.6474509134995359, 0.6174067190863324, -0.4467843527202668]","[2.033964085324285, 0.7616496045256782]","[39.400730278663204, 32.116785159929, 17.899343865659162]",3.321961121515973e+18,0.5994935402067867
2508,"[-0.17393459338142991, -0.9537794862644697, 0.24505397121108036]","[1.3232209660754348, -1.7511776723311696]","[30.212328556839417, 24.58786154858773, 10.181561533529706]",3.2165990876192435e+17,0.5997343686407948
2572,"[-0.6672207212634838, -0.7447716746015979, 0.011474398797674076]","[1.5593216761922504, -2.301326549122878]","[37.88454359435844, 12.185105866083155, 27.634056307917433]",2.4067924812351704e+16,0.6006452884192705
1690,"[0.17655868904153013, 0.4504850811158028, 0.8751515417435003]","[0.5050473984021562, 1.1972660094416903]","[18.329571651957416, 14.687936105292088, 37.51886587392916]",2.2408833448636972e+18,0.6007958327871157
1579,"[0.8406103085439744, -0.375205351743565, 0.39063442397283815]","[1.1694756524490582, -0.41981338981888444]","[39.383413843567226, 20.92488527230031, 38.978621107807854]",5.453991963626182e+19,0.6008665319935507
1632,"[0.30565276847225703, 0.7507807884948866, 0.5855805604289139]","[0.9452002559649109, 1.1841729620666483]","[10.29595771326845, 38.92998647263023, 30.792567586941615]",2.6447571214046733e+17,0.6014355501393416
1810,"[-0.1012374832685538, 0.9940708340225561, -0.039675545707007195]","[1.6104822890853077, 1.6722877314412166]","[14.12929474242458, 28.527188308560817, 28.528762765712827]",1.0996844021766493e+17,0.60180028887797
2110,"[0.6643032645798879, -0.348983953107301, 0.6609927179191197]","[0.848655403579897, -0.4837121743537175]","[14.91699050825193, 32.994658538813596, 39.43435838647983]",3.442168749064572e+17,0.6020754300793614
1691,"[-0.07318541805012507, -0.9720007097781878, 0.22329020304421565]","[1.3456077281153256, -1.6459481109149559]","[30.90738664686046, 24.82495399148118, 1.1264638516803416]",1.6829718690104918e+16,0.6022256826292056
2348,"[-0.8678924111316826, 0.4830038976438216, -0.11606031863178215]","[1.6871187929312008, 2.6337535875073153]","[34.258252723343475, 8.307707000881123, 24.17773473108427]",1.972275520354359e+16,0.6022434943762788
451,"[-0.5582161272266869, -0.8193014555262561, 0.1309193655522236]","[1.4395000565228906, -2.1688831089220555]","[11.66257576636038, 22.762658425841025, 22.425440494022336]",1.212899072613469e+21,0.6022765094809833
2092,"[-0.30537733079371276, -0.2590893284552714, -0.9163063929264625]","[2.7295542539727773, -2.4380144942161808]","[16.96246084194175, 36.18374887522498, 15.761648155985299]",4.092632434851915e+16,0.6023743480466884
510,"[-0.9229446673161945, 0.36997579119488083, -0.10625937606781388]","[1.6772566891630685, 2.760341204056762]","[4.257140639121335, 9.37905662034349, 27.83616624566872]",2.7652348744526474e+17,0.6025705567933742
167,"[-0.9450824113490222, -0.29864528730336015, -0.13277886929105426]","[1.703968477913642, -2.83552308402887]","[11.406916729222182, 14.932415904908876, 30.95082634650297]",1.0503915595068493e+17,0.6036637081415422
482,"[-0.3585991789960888, 0.37263986621520195, 0.8558891043414723]","[0.5435287176801251, 2.336995621980353]","[11.145860609450281, 30.022491242234544, 5.2720969547215155]",1.2749737610837118e+17,0.6044669921273698
2028,"[0.6245130369232844, -0.1831323484700111, 0.7592404162429149]","[0.7086511432126547, -0.2852436938042118]","[33.59532625117767, 25.090071992411183, 11.462470618935955]",2.3571073637879173e+19,0.6047768085600217
1766,"[-0.2501240946451755, -0.9254510377608821, -0.2845668884203448]","[1.8593509343407255, -1.834762258308326]","[29.47369830105839, 1.9494327366993573, 35.05655560030817]",2.031138349297307e+16,0.6057392874677009
882,"[-0.5047544525051566, 0.6403766804855551, -0.5789133352813016]","[2.18819169126398, 2.238309819035034]","[2.4388588622963407, 39.62569264620525, 37.740956402894994]",2.3260416399313085e+18,0.6062877176565742
1420,"[0.5878928893261173, -0.7326512226419909, -0.342934595281645]","[1.92083548919407, -0.8945824330354484]","[4.467840315799201, 3.915714207194889, 39.8875234295121]",8.724089244151704e+16,0.6064065004588218
2198,"[0.8246720579259744, 0.5361044680700915, -0.18029973985400718]","[1.752087503456258, 0.5764328696529444]","[10.858421081828741, 32.66495852934801, 34.98625816531604]",6.2648670948923064e+16,0.6064067217332412
1895,"[-0.6970083729448542, 0.009037481264444527, -0.7170060334314912]","[2.3702940107185704, 3.128627278701199]","[21.385806483503693, 39.10215213404457, 32.01401401778655]",1.5147985844163725e+17,0.6064667349462516
1528,"[0.590892369218201, 0.7905966853255347, 0.16063339986434602]","[1.409463973982775, 0.9289609657512143]","[29.767615452100983, 37.34904440928782, 36.99744857313152]",1.3510314641217634e+20,0.6068091611661245
116,"[-0.32537764860765117, -0.9453991492556761, -0.01870385984761201]","[1.5895012773564046, -1.9022676145554411]","[8.482708860331464, 16.6187699461642, 10.442669001714389]",2.249906373979764e+16,0.606937143132682
1622,"[0.9986732385773844, -0.051491864918007856, 0.0005919430919680322]","[1.5702043836683595, -0.05151465550264115]","[3.2951556930705053, 4.462926678496254, 32.6844342801077]",5.090694885686994e+16,0.6070126209293132
892,"[-0.4624735076443313, -0.8492132539365492, 0.2548629122992319]","[1.3130903955584468, -2.0694769198947216]","[7.706339358336152, 21.15798578706546, 37.64286947540437]",1.1330638394588887e+20,0.6074391678448477
153,"[0.5750860390240672, -0.6213633059127814, -0.5321500632197159]","[2.13193436594368, -0.8240577272483711]","[9.722290603380566, 23.117733339771966, 20.420194375478836]",2.967811359769257e+17,0.6074847246167319
763,"[-0.8952819940956177, 0.41927464301375617, 0.15059523489759505]","[1.4196259800305673, 2.7036121897700744]","[17.853073811394562, 9.183463271871386, 27.854725356996013]",4.341127333867631e+18,0.6082489760824663
2784,"[0.12097494469778083, -0.5445573826208456, -0.8299532033726372]","[2.549820115900032, -1.3521935417587156]","[6.137259417571158, 7.4374698370722925, 38.925206025800136]",1.9947599321072468e+16,0.6084398279860885
967,"[-0.9947250939354693, -0.10073653692903324, 0.019342637426617515]","[1.5514524830304364, -3.040666011006905]","[29.044912047580905, 18.958543020459814, 32.02046070727903]",8.319761189910851e+16,0.6087115272981638
218,"[0.8234186000048866, 0.46880312757925807, 0.3196958503607738]","[1.2453878522986415, 0.5175683852497961]","[29.372063295237226, 29.495255997757198, 14.304196037005426]",2.5344130709066244e+19,0.6089596517725644
68,"[-0.21089401823429377, -0.20945193279290955, 0.9548055304208852]","[0.3017915049628598, -2.3596251876457766]","[19.89324599069068, 32.320657584637814, 6.625403143200117]",1.755928503289675e+16,0.6089822627466525
