,direction,direction_spherical,peaks,column_density,angle_respect_to_los
2640,"[-0.38986486063797543, 0.48233461720470566, -0.7844480272686788]","[2.4726019528993044, 2.2505700060249016]","[4.792543302951543, 13.229596346529448, 20.954182323269734]",2.70841613689302e+16,0.5393914833913851
1086,"[-0.8546822938031856, 0.5149812548333701, 0.06566950456317328]","[1.505079530619757, 2.599306752985769]","[30.242204292873623, 32.793785830844534, 0.7578437239330089]",1.664718862919365e+16,0.5400293613750826
2602,"[-0.5395127923433306, -0.8366211895696576, -0.09482052552561529]","[1.6657595177743865, -2.143557510567003]","[2.2156204707625875, 14.328011097576098, 36.01324494351593]",1.0813598835533008e+17,0.540445999779481
1031,"[-0.8256656646751354, 0.5086573148839867, -0.2440162826361809]","[1.8173015087169089, 2.5894499443598846]","[16.22073640736563, 9.828679017225213, 33.35814389885418]",8.859038608971539e+17,0.5406375599414041
401,"[-0.9964244822719737, -0.06075240788100302, 0.058714530277346]","[1.5120480087018229, -3.0806976271453146]","[27.95823829735146, 19.306265578214273, 31.50506791973628]",2.9923070574718764e+16,0.5406957570362632
426,"[-0.08512829963543532, 0.38637157701492325, -0.9184063246059343]","[2.7348296801728016, 1.7876590305604163]","[13.359875085083482, 33.30663315912642, 0.8982029776976281]",1.91053141869622e+16,0.5413894609700423
1973,"[0.6115415496644492, -0.6125828249777118, -0.5007586400416176]","[2.0952713262053755, -0.7862487918823375]","[14.062192717567648, 0.7134415694541829, 21.776635158634008]",1.0788004373588284e+20,0.5416951184966059
1203,"[0.06537795688282813, -0.13796275279620396, 0.9882772898305012]","[0.15326895115542236, -1.128261214457014]","[11.678670685473815, 8.531424673375554, 36.532511770986076]",2.5894447497540977e+18,0.5417692476659243
362,"[0.6520812441776827, 0.694411774193708, 0.3042734606449143]","[1.2616206936515288, 0.816825428359585]","[11.219603898616988, 1.4427386710861807, 31.635054629678685]",9.191350769913153e+17,0.5420517813289965
938,"[0.7256303646404972, 0.34465100362483564, -0.5955470255253501]","[2.2087427593114715, 0.4434220027451525]","[3.3004549586832894, 27.968823962712325, 38.07288233441797]",7.875267752190088e+16,0.5422243557996794
1373,"[-0.7407935722592347, 0.031767944713096345, 0.6709811331089036]","[0.8352651111446405, 3.0987352456461537]","[10.92470559044896, 2.018801846775226, 22.551362200599698]",3.783259115019007e+17,0.5423472942108389
392,"[-0.07351398146324645, -0.8317044492165226, 0.5503302678236607]","[0.9880365850612194, -1.658956761820781]","[26.863092350452494, 4.814225171452293, 1.7872420279759424]",1.8391066890994029e+19,0.5428012076453981
2777,"[-0.22521619063136367, 0.9512869290849276, 0.21054891600211423]","[1.3586598979217273, 1.8032650683933884]","[11.493667868752144, 26.117170638380376, 32.119057035838075]",1.8535507970648717e+17,0.542967485374176
352,"[-0.2523966490806963, -0.079676505708573, 0.964337900308241]","[0.26786602277224875, -2.835813578620378]","[11.28718167879951, 2.797896589948948, 16.11826578606191]",3.8992244896850344e+16,0.5440711405218196
2271,"[-0.5471919276360125, -0.8084840912931056, 0.2166436439315621]","[1.3524211817100846, -2.165789937459137]","[8.548756254499537, 4.773687110665307, 19.226894238029608]",5.356679265388406e+19,0.5447563604984323
165,"[-0.4681947262349586, -0.8828406492701604, 0.03723018025760981]","[1.5335575404609911, -2.0584105970550026]","[11.378542838830759, 14.899276099061073, 30.89111639664178]",2.919383723172152e+16,0.5452151637442645
2059,"[-0.5725117900634502, 0.014064759892188049, 0.8197758430007065]","[0.6097768322063799, 3.1170308337652815]","[35.40294529344229, 2.093380631453776, 23.467531286642362]",9.959372855354784e+16,0.5454970569114987
2258,"[-0.32953033389993347, 0.5974270870918131, 0.731088664013326]","[0.7508801165487772, 2.074853706789731]","[19.392902265055948, 18.137338951000594, 3.1140773605112244]",2.440924025323534e+19,0.5458228891799989
2196,"[0.20017312959338038, -0.31114722871537565, 0.9290415062049349]","[0.37898266259990626, -0.9991180081302017]","[16.708200428295086, 38.62324743020482, 2.2457377347949965]",2.9375737560265336e+16,0.5478305118228981
2102,"[-0.965560737258709, -0.2594433588034596, -0.019534744359669797]","[1.5903323137980168, -2.879095599882867]","[14.579438756134834, 18.734892772599892, 12.443873444019474]",3.085586242282395e+16,0.5484877647437769
310,"[-0.4539407801934526, -0.04282696982397218, 0.8900020329937768]","[0.47344669854699245, -3.0475262486193313]","[7.824130144164428, 18.913979762980865, 31.610739242132468]",3.690558558610621e+16,0.5486933313696467
559,"[-0.39081615613425796, 0.8780026904281906, -0.27635847681100983]","[1.8507992696512399, 1.9895842570229596]","[25.30785714231554, 33.573383274399745, 31.765584679457362]",7.391232398952285e+16,0.5499299980026815
90,"[-0.748896541412003, -0.6625905406176327, 0.011302466331427065]","[1.5594936198093046, -2.4172638993617155]","[11.928682743587803, 34.34471496514657, 31.097957844421344]",1.795463165333002e+16,0.5502242374773709
1814,"[0.6609866446548979, 0.5870635530721888, 0.4673896021972644]","[1.08446062832167, 0.7262364203657898]","[39.23509804031093, 11.042908795641097, 31.79210543510531]",1.9910328055467377e+19,0.5503323136681941
156,"[0.616313320892293, 0.541918047610971, -0.5713866643213042]","[2.1789908409759295, 0.7212544902086029]","[14.83899575811301, 7.795482758535044, 24.650911684355194]",3.276557528837219e+18,0.5504070709451115
574,"[0.04352517850085825, -0.16962146907560782, 0.9845476707935991]","[0.17602437191984047, -1.3196138979028416]","[18.180369753824117, 39.431026219675566, 34.74413119351213]",2.451261112623032e+18,0.5504806322336016
101,"[-0.43971266231684525, -0.8746891170768101, 0.2038914492214506]","[1.3654650905438708, -2.0366074823960547]","[15.079744670251877, 13.731975594289004, 26.878219892789303]",2.784164364733502e+16,0.5505509119040869
2612,"[-0.2076961122443829, -0.9777736227300596, -0.02865427807333387]","[1.5994545275012086, -1.780102669087419]","[10.035607446777997, 13.26950416951098, 30.666683906115708]",4.30502038076534e+16,0.550681985276062
1601,"[0.05984936878302891, -0.07222772204312994, 0.9955908844624549]","[0.0939399744779349, -0.8788458686347415]","[14.099327229809973, 4.869116807305986, 39.93307463756582]",8.555293612566894e+16,0.5507505109889703
610,"[0.21380384544791833, -0.011332376743110844, 0.9768108787831117]","[0.21577442918067258, -0.052954062834308514]","[37.36942382749673, 17.550322527892554, 6.075700766172318]",2.791578299148847e+19,0.5510911741434741
1856,"[0.8609364020065002, 0.14274521656353467, -0.4882748353625555]","[2.0809081482169605, 0.16430753278237575]","[8.60112358389394, 35.4466100710622, 25.861707892360016]",1.9629080045685692e+16,0.5512798773027268
622,"[0.8562753532587406, 0.5164844545320044, -0.006027240529220329]","[1.5768236038172725, 0.5427512760107859]","[28.141218737852558, 5.067194404304935, 33.18702794363482]",5.1119923673749976e+16,0.5515500836209231
2087,"[-0.9969608666451267, -0.07675750847335124, 0.013315978039979479]","[1.5574799552024712, -3.064752746167038]","[17.87834891618329, 24.292945040657337, 21.110828392348395]",3.2913362818414144e+17,0.5521054636417063
2735,"[-0.42661705958561663, 0.9035899475861443, 0.03902679966115232]","[1.5317596134423346, 2.0119050469887867]","[0.840524548451036, 16.278391248829188, 36.64334238928181]",2.0361547773131508e+16,0.5523231677333249
1575,"[-0.37049952094973815, -0.928725959922683, 0.014078222249456774]","[1.556717639461934, -1.9503826193769322]","[1.7021525461709182, 28.79942086162603, 31.974034920292823]",2.8575506017571504e+16,0.5524996526215613
988,"[-0.6473160819974475, 0.6818849084578892, 0.3406095442069269]","[1.2232311953283435, 2.3301931284475015]","[1.2329203026903883, 21.330470403295735, 1.220129975261503]",1.852312983973804e+19,0.5530583581377808
1536,"[-0.008538819790137585, 0.9961970313214439, -0.08670964965292662]","[1.657615001053134, 1.5793675335115618]","[15.190340393057774, 5.107248347043544, 32.08834608155453]",2.65630587339731e+19,0.5533949187567756
658,"[0.8460459284498422, -0.45284538370138067, 0.28131360687637347]","[1.285633603502055, -0.4914477103812229]","[11.203090937823683, 38.333513173891895, 27.033662382984332]",5.776997627865251e+16,0.5535652880535721
2724,"[-0.9895633628507554, -0.1105158316271496, 0.09246946449106117]","[1.4781945743928877, -3.0303721237310404]","[26.100173879004732, 10.67117075001891, 16.516220258324523]",2.0460438829225132e+16,0.553817978223786
2003,"[-0.818821648906488, 0.28887368903372285, 0.4960676355761461]","[1.0517323336782252, 2.802432739063206]","[1.1217809477538623, 37.16235348113117, 25.646498066957115]",1.7080954905597886e+20,0.5540343396431089
2371,"[-0.03976819873399418, 0.5552959211825841, 0.830701468812617]","[0.5904298172048298, 1.6422904920760837]","[33.1236401169792, 24.481743325088697, 15.507885086893943]",4.609722735166892e+17,0.5549911735538723
2380,"[-0.22361973836288113, 0.9254754174243718, 0.30576046892576114]","[1.2600592789494613, 1.8078790146931907]","[24.510247208662598, 39.86636219945203, 4.331684006297145]",1.6306133609120011e+21,0.5551351920022809
1469,"[0.379360574684254, -0.684438272951735, 0.6225992329693919]","[0.8987364647420474, -1.0646841000774567]","[6.160233679564982, 22.154755381706757, 32.4822145779348]",5.829701278910378e+16,0.5553451541256358
81,"[0.8174673407116968, 0.4056696213944675, 0.4088756597639637]","[1.14957463717734, 0.4606445380515107]","[17.78811986270218, 30.238991771626985, 32.13387156207156]",1.594886692775187e+20,0.5559154916537593
2403,"[-0.9792519646614171, 0.18639629514067038, -0.07951107384878468]","[1.6503914181979118, 2.9534971772033565]","[2.8798854554979023, 28.601880182709532, 27.006200188469926]",1.288125374749201e+17,0.5561076604088762
2501,"[0.9073448522151139, 0.33789827285652074, 0.2501001326655247]","[1.3180126536996162, 0.35649222399503017]","[1.8987965982512947, 38.075570357898854, 1.6992067803749862]",1.9195538675368515e+17,0.5563154687635613
1015,"[-0.07101816816175592, -0.49317993034176305, 0.8670236306462714]","[0.5215988567220168, -1.7138137146503556]","[27.07079807938064, 10.32816851168187, 6.670263379637738]",5.518231049306176e+16,0.5565091123662579
775,"[0.25256299098044094, -0.7872776231693763, -0.562499670794388]","[2.1682023452706174, -1.2603628753120464]","[23.795981478886308, 2.3478381475657244, 21.807242927054336]",4.391314811880608e+16,0.5566079415658816
1032,"[0.7357231842722686, -0.5945432537041339, 0.3243913001286797]","[1.2404281681130047, -0.6796648863661299]","[12.606509377304002, 22.147889080533083, 39.619722619222244]",3.3474296073144416e+16,0.5567184699104348
1897,"[0.2576494763725001, 0.865002221832906, 0.4305669559419445]","[1.1256754786942225, 1.2813040802978175]","[19.86733055922896, 12.225602637096799, 4.32470270192189]",7.16411432130213e+16,0.5568518780678864
1464,"[-0.8690818090655479, 0.49466212354218664, -0.0024885104157571646]","[1.5732848397790875, 2.6241448750791267]","[35.080521757667924, 9.487335260573623, 28.507381123010617]",4.268951422612058e+19,0.5575254594083215
2676,"[-0.44627475282438933, 0.8907118795998136, -0.08643606036428171]","[1.657340380707657, 2.0352688345071925]","[10.881612750645928, 34.98555754819682, 31.73985873624987]",7.124140165433253e+16,0.55858578742918
1381,"[-0.1503583123856529, 0.9873861746832359, 0.0496076601034995]","[1.521168297379402, 1.7219145083921377]","[6.584422003763613, 36.83549869900487, 28.017014697209056]",1.2798089185006466e+17,0.5586986628889454
734,"[0.4160182731341083, 0.8801982460928192, 0.2284290786954218]","[1.3403325337563614, 1.1292740228985307]","[12.682916540202456, 32.143625228804076, 33.87273183293684]",5.428218894037892e+20,0.5587293900145325
1803,"[0.7283996864798498, -0.025018258932638184, 0.6846955407011468]","[0.8166104474690878, -0.034333386286872436]","[2.1296087734532847, 16.420220064916304, 22.018471314272876]",3.119994982012878e+17,0.5590956614815239
2819,"[-0.4174683817037502, -0.5386738144366755, 0.7318132766750644]","[0.7498174693133146, -2.230101959460523]","[21.246561639773937, 8.797491062405085, 6.061279243216067]",9.144886942071543e+17,0.5594091020822591
464,"[0.7438734923967402, -0.6430763655814811, 0.18194783686537697]","[1.3878293354474212, -0.7128503160416483]","[12.553601691365504, 7.120382834000466, 27.235574981823028]",3.46803663023176e+19,0.5601442119207571
2342,"[-0.06113664382580082, 0.09042234343953777, 0.9940252062139167]","[0.10936866989507867, 2.1653172161453216]","[21.19156127108051, 13.779226986816692, 29.09016234147757]",6.578106179988644e+16,0.5606211076254111
1755,"[-0.42335803534851774, -0.5444290722976823, 0.72413048488717]","[0.7610235510771329, -2.231740150434388]","[20.43137325631323, 18.231992707777977, 8.053075759372108]",3.523856111156525e+17,0.5609106199205074
566,"[-0.8212313174360442, -0.04410201012990828, -0.5688885092570958]","[2.175950052505062, -3.0879418896722495]","[10.546102615230996, 7.4873322478877355, 36.97012020903725]",2.4758586225486454e+17,0.5613839400435183
2531,"[0.4976372065670796, 0.12733221020531216, 0.8579881810866298]","[0.5394561232882985, 0.2504990466075642]","[23.513458597534456, 29.10101435312841, 1.4991511029939888]",3.1455529161778304e+17,0.5613996679277312
2056,"[-0.5034400565405703, -0.7190781930963355, -0.4790351361682524]","[2.070351519619159, -2.1816019201801233]","[16.2105252392821, 32.505962153647005, 32.871324737010355]",4.304329818261215e+17,0.5614128360351964
2335,"[-0.3596317537628859, 0.9150515212977995, 0.18260809143083798]","[1.3871578311849502, 1.9452693185484544]","[31.78584578705805, 19.460422272233554, 26.212062659071506]",2.526827970956871e+17,0.5616935493398452
538,"[0.08237376593783945, 0.04407616587493211, 0.9956263627922795]","[0.09356098597533107, 0.4913125320650727]","[24.89520418868357, 16.563551674319772, 39.71125291582869]",3.2775182069474515e+17,0.5618458210756963
1559,"[-0.3973604764988601, 0.9120003150141833, 0.10178446409265966]","[1.4688352891152314, 1.9816967376944197]","[36.49638934966717, 31.70761402762784, 23.51741828195216]",9.58875374666335e+17,0.5622048351079069
14,"[0.0020511790731273538, -0.12039100890284611, 0.9927244318741051]","[0.12070134711687813, -1.5537603317201052]","[10.666689966783808, 18.73148419680104, 2.2174948803729393]",8.805818834578024e+18,0.5626152383188103
931,"[0.028076085025400894, -0.2822405978235729, 0.9589327288135693]","[0.2875812145274542, -1.4716467961237634]","[8.019872055085628, 3.1363286810064857, 14.109784199918728]",6.269003216446183e+16,0.5628260601572821
1445,"[0.2701994439957706, 0.7644225636170648, -0.5853634808369005]","[2.196124627091206, 1.231034706635749]","[39.20450407471268, 35.62740676501474, 38.9085683414016]",2.415874144701349e+16,0.5634774975673572
1683,"[-0.8646874109678085, 0.4951766110212263, -0.08435523226997299]","[1.6552519233427754, 2.621514615021822]","[25.323366493744658, 38.51475839112163, 20.34684930450358]",6.651104357113813e+20,0.5635688942867917
1176,"[0.7409439247214151, -0.6181847255630997, 0.26239235030560426]","[1.3052957374817553, -0.6953205993587495]","[9.30715960330248, 39.14929446362936, 21.639970187215948]",3.2677120875332704e+16,0.5638803309710518
2611,"[-0.03593419467881792, 0.9982825317851252, -0.046267919614628096]","[1.6170807701119463, 1.606776808725413]","[13.427625590950312, 4.980623376476657, 19.9088889426219]",8.53048743374332e+16,0.5642837788984629
2166,"[-0.7710871435383025, 0.33134948913391415, 0.543720638858445]","[0.9959323466253567, 2.735733201178786]","[18.44329033531222, 37.02412347384104, 6.655267452410982]",2.3883653920731148e+16,0.5643060860174359
16,"[-0.011542221440000913, 0.9886722150039647, 0.14964634443708702]","[1.4205857469316643, 1.5824702637502823]","[15.28578245220001, 22.293156000796685, 14.21155530582261]",3.291031306760168e+16,0.5644606434665286
697,"[-0.5513532786638522, 0.0402973397039729, 0.833298077832539]","[0.5857493199919314, 3.068634323487214]","[39.54906160432397, 21.14019314768413, 9.201520370352515]",1.1165396359061049e+20,0.5649705406411503
521,"[0.6945060816306174, 0.7042797085241933, -0.1471441291359035]","[1.7184766762719368, 0.7923852717262523]","[38.2587228938186, 28.711435400574143, 38.340441004401804]",5.363180067804077e+16,0.5652330805158782
1894,"[0.7618359109041413, -0.14787689736012222, 0.6306650997827619]","[0.888386386878755, -0.19172185176281242]","[9.439619072071585, 20.77780166931543, 35.11699866712367]",4.091302677541364e+17,0.5654780564056553
453,"[-0.1978913293412988, -0.9765740727492946, 0.08451095908453853]","[1.4861844453625193, -1.7707274407856473]","[18.652803343387106, 8.217626397317105, 38.31509068632275]",1.5839013820840302e+18,0.5659637970743998
1046,"[0.3673240939850989, -0.7633302434414628, 0.5314131626386608]","[1.0105284219100956, -1.1222913242737833]","[8.64973765192839, 11.011189331710547, 30.19035106641566]",5.817987268341414e+16,0.5669321579020603
1493,"[0.7726177487603779, -0.53375747812293, -0.34375102741416763]","[1.921704764472682, -0.6045537780306112]","[35.93124159764484, 26.071798982360868, 38.80173314127596]",1.6676690171445277e+19,0.5672125728931433
1922,"[0.5137581289791585, -0.6907586218080841, 0.5088271919872512]","[1.036974440031047, -0.9313012635175996]","[29.763196917369097, 1.7305629901965602, 20.224488217328087]",1.7136691773576962e+16,0.5674367014573979
2855,"[-0.28738952642130094, 0.9577973445631042, 0.005613096401055297]","[1.5651832009182578, 1.8623013227744394]","[5.817068894239085, 25.44695946492402, 35.73407165109468]",2.4161967918568912e+17,0.5681822494648546
1273,"[-0.06823915762888562, 0.2957543793088595, -0.9528235746903679]","[2.833202966196238, 1.7975571237752188]","[9.17104502816641, 11.749486466117364, 27.716057753836445]",3.1864545260050684e+16,0.5684336536603389
2237,"[-0.6983077789989366, -0.6580334738271422, -0.28170586275857795]","[1.8563678380230038, -2.385879110342445]","[8.904827114276017, 26.899347980699936, 2.158552148840897]",1.585310736242146e+17,0.5684837600168579
87,"[0.7369883524022285, -0.6023285945994862, 0.30667316894579844]","[1.2591005219170828, -0.6851913144077839]","[25.24701102374123, 16.6967370131462, 13.214092235523964]",1.4001075110491995e+17,0.5685738324322727
1775,"[-0.756308710165584, 0.6431836867773258, -0.11963226985724666]","[1.6907158107308387, 2.4368520202992134]","[5.643491392017438, 18.840544141630133, 29.133568568139804]",5.770054746428431e+18,0.5687349957691669
2666,"[0.17670973274479662, -0.17375805029826175, 0.9688043199273056]","[0.25043657123529894, -0.7769762404630233]","[25.197268902511894, 15.322996955205156, 27.525542121853288]",5.48532901837483e+16,0.569641537130843
241,"[-0.9581088642561217, -0.2804209845513058, -0.05823637743816878]","[1.6290656724488697, -2.856863293781038]","[17.39454274970706, 36.05617025801314, 1.5421408930724496]",4.107233652793508e+16,0.569947447579542
1118,"[0.6137818402729688, -0.6277172413516356, 0.47879318861176406]","[1.0715167440677646, -0.7966223487997558]","[39.5397328667522, 25.855627253422206, 4.735916783824969]",1.1805697697394136e+20,0.5701775372910707
1278,"[0.2813821662697469, 0.6919998551642539, -0.6648009303227514]","[2.2980236283174515, 1.1845946427912548]","[37.64041036929507, 14.858187307659929, 3.5960247615521865]",2.7295645929185504e+16,0.5702764751856491
1471,"[0.40367884605704846, -0.732391666259201, 0.5483118058551351]","[0.9904521374516422, -1.0670484471952757]","[34.247597295902395, 36.58163432656033, 22.62669158502033]",2.075485683027006e+17,0.5702886510694349
2699,"[0.3966934122831318, -0.6660896576696737, 0.6316319376002616]","[0.8871399187043548, -1.033651191150358]","[16.481810111033298, 36.80851996881648, 21.262684379217145]",4.555089605681319e+19,0.5704103924170822
466,"[-0.766835532398241, 0.6392986699465325, -0.05710058542694869]","[1.6279279870264196, 2.446647342277981]","[15.270066076535315, 4.707183436298024, 32.02624329236464]",2.5735539125225315e+20,0.5705088921071523
1434,"[0.631083832715001, -0.6215178288818228, -0.4641646092366038]","[2.053487558486107, -0.7777614037137416]","[36.633185777109276, 26.45023814348488, 23.51988977660782]",4.256682654118211e+16,0.570548219522654
1619,"[-0.2574164849815177, 0.8380439863128508, 0.48106031873834293]","[1.0689325548501052, 1.8688120710983092]","[12.949352451854054, 6.4237209755455735, 32.44142549081724]",2.6551783673223536e+16,0.5709966007669166
2742,"[0.3230197335784318, 0.8640182365029659, -0.3861744925667968]","[1.9672770756722264, 1.213027640122742]","[26.029675513006787, 11.25325150594815, 4.592396248344343]",2.017855942535027e+16,0.5710858164240983
1078,"[-0.8472779750402207, 0.523780664772515, 0.08816942906815961]","[1.482512260283963, 2.587903794976506]","[16.823831689272595, 7.679711585882842, 33.00569276183709]",1.8398157083647114e+17,0.5714897253581641
821,"[0.7108055767512663, 0.16398983070161066, -0.684004946974623]","[2.32403508884797, 0.2267424458546383]","[35.675754126383524, 33.65080618206352, 38.95436049072503]",3.4946147686985224e+19,0.5716743310630931
2356,"[0.568866181317181, 0.21620998722701099, -0.7935014235506473]","[2.4873374760179336, 0.3632097391273535]","[33.41830969645517, 13.837734245297298, 17.591275221846793]",1.7476292245573268e+16,0.5718707104777928
495,"[-0.4874088505790078, -0.37669965987927706, -0.7877372522764728]","[2.477923424243871, -2.483619849957801]","[22.671638341540827, 14.968397789570108, 30.801177080748985]",1.9395220676772495e+19,0.5721261581694341
2522,"[-0.9653934383811233, 0.22598070027064293, 0.13018537642862124]","[1.4402403818013039, 2.9116513446157066]","[5.805334190350344, 39.89269634171867, 22.373698276294533]",2.8236138234642088e+20,0.5727122524150715
999,"[-0.38022936963302867, 0.18151983784269196, 0.9069047220838763]","[0.43491769814923614, 2.6961915171166093]","[6.966365431124601, 39.7657778666907, 39.72659328711512]",5.013670226667948e+18,0.5727551966930284
604,"[-0.3323996450677807, 0.16865095771111105, 0.9279371371067862]","[0.38195654190837847, 2.672063213209019]","[0.8100661482652338, 11.022919039022083, 21.032303260262438]",1.976928259811088e+19,0.5728800047423694
1989,"[0.8560199879602747, -0.4050540508533076, -0.32118685542813963]","[1.8977788064437375, -0.44196473127649033]","[13.71824577061652, 7.9509040559579915, 35.38749376245161]",5.812155815017693e+16,0.5732724101775226
1129,"[-0.5119861240236961, -0.4349251093039442, 0.7407498620345094]","[0.7366104243409906, -2.437396995068811]","[34.717824497375965, 8.17840877303378, 27.86219241136017]",1.9006669748571427e+17,0.5733306781891951
668,"[-0.8249869762993753, -0.47503091111750984, -0.3061733535422094]","[1.8819670577730445, -2.6191542560337875]","[16.913227648812537, 25.803671985376518, 26.05479464246033]",3.03193001391952e+17,0.5742074909257535
1672,"[0.0989631294601095, 0.31591459463026567, -0.9436123504422018]","[2.8041739429449835, 1.267220020857863]","[1.533599048477896, 35.621246726011975, 14.599318122745416]",1.0867874509500245e+17,0.5742786345379747
937,"[0.5154235017331197, 0.7114556622696055, 0.4776708641791818]","[1.0727946781726125, 0.9438400284734421]","[23.496907603848825, 26.81490566367351, 3.046378524295868]",4.5832532716915496e+16,0.5743362964468508
971,"[-0.34219333763680115, 0.9168519603665312, 0.20563609228205804]","[1.3636826804859539, 1.928011136060765]","[21.881385345040794, 7.593221861925851, 1.4740975068024689]",1.892640294394681e+17,0.5750529520769416
2376,"[-0.2286740849428048, -0.7462998794801242, -0.6250957148817471]","[2.246050478929687, -1.868123846243617]","[21.717346399038682, 36.70503538821532, 0.7134181351979194]",3.077610731694727e+16,0.5751843123950987
1311,"[-0.5126289318543177, 0.3708684706090784, 0.7743824350629246]","[0.685057866752293, 2.5152921338411374]","[10.214178032311597, 16.195121452657624, 19.84365400351517]",5.577712730397222e+17,0.5755190075919693
727,"[-0.5196795850667545, -0.2765926950592014, 0.8083499303548767]","[0.6294525230855045, -2.6524892749567575]","[38.328436045463675, 20.539332697515896, 9.943803190551762]",4.456519160189279e+19,0.5759974884600805
1505,"[0.3091225361688491, -0.7030027856616908, -0.6404922645781466]","[2.265935420248726, -1.1565262645622456]","[37.6224951953981, 14.379188300299091, 2.589858340846231]",2.403738378316212e+18,0.576351580549533
1589,"[-0.5091144885597679, 0.32176599326840555, 0.7982913522734173]","[0.6463434728129913, 2.5779675480131887]","[13.308418414311472, 27.749686225930354, 35.187575758210585]",4.279713053696157e+16,0.5767279934440009
1497,"[-0.7733980776281073, -0.6059313732622923, -0.18628629691316748]","[1.7581772410893732, -2.4770148222300983]","[25.775692296421948, 29.413486367932475, 7.15850955796391]",3.84920936710396e+17,0.5774508179858161
748,"[-0.46008149698872686, -0.8834889772402011, -0.08816032681243474]","[1.6590712554664, -2.050909909435829]","[25.27439928387787, 22.81237033873792, 24.55014452978338]",6.153785080176338e+17,0.5781552833818082
2347,"[0.6752088902994803, 0.5789261016359486, -0.4570968423705734]","[2.045524663787306, 0.7087761949106844]","[34.62842310284596, 7.041188370799063, 25.371270762460803]",6.523889061236315e+17,0.5782533431474574
1352,"[-0.9802003981131201, -0.1946323556398863, -0.036406396099444245]","[1.607210770023607, -2.945578396823869]","[14.11848264939632, 8.01908912573624, 33.74742106891095]",9.886626241766637e+17,0.5783829800180506
1673,"[-0.634242585176444, -0.49196297344458517, -0.5964132593330429]","[2.209821507521406, -2.4818641075656034]","[8.034509524434853, 20.884015614563854, 14.29010937079977]",1.1043988554004462e+17,0.5784605271980694
518,"[-0.7893139892314232, 0.4890867748743654, 0.37118398813333636]","[1.1905125498007127, 2.5868604373261266]","[27.031037504621683, 20.454072010596775, 33.017711912485396]",7.055204586430933e+16,0.5789580564421646
1924,"[-0.5246036070610157, 0.014361878981439974, 0.8512254647804505]","[0.552480328883367, 3.114222859671126]","[29.5715747195914, 1.7572624714628802, 20.2379342062822]",1.1757505426158832e+21,0.5793272097702971
2692,"[-0.30345299102830825, -0.3264665455443115, 0.8951736573851677]","[0.46197566323952677, -2.319676613984692]","[13.503393385595427, 18.451988057184522, 7.033857773199145]",5.077170806775698e+16,0.5799353408518053
1771,"[0.9812929356872926, 0.07844263401138925, -0.17581503786528238]","[1.7475299682693957, 0.0797684194988826]","[36.96347691603634, 36.444801442267554, 21.507010925142325]",5.448630789469066e+16,0.5799885476593236
597,"[0.5603534275595565, 0.7691830223023085, 0.30718319358998764]","[1.2585646312582282, 0.9411947521537664]","[12.924373756579252, 28.912773734876897, 38.94268937240029]",3.790616762571815e+16,0.5801054778222648
2392,"[0.4653334506423166, -0.8070121414399248, -0.3635879306053223]","[1.9429128689044217, -1.0477509039852162]","[14.32208890695199, 30.78163891404489, 34.9817209440635]",5.571536737649237e+16,0.5801254405002577
1899,"[-0.11277710335926315, 0.9936164020267286, 0.002787576250495669]","[1.568008746934207, 1.6838143123974632]","[12.417819679659935, 2.6536031157671545, 25.17510260347207]",4.643606686950551e+16,0.5803185063045652
174,"[-0.4100010821774983, -0.9119063087098104, -0.018055380043845336]","[1.588852687981879, -1.9933248657351201]","[12.036947550580233, 15.66827196165351, 32.27666176192644]",3.3972379403012854e+18,0.5805518542966923
2446,"[0.26660274649957705, 0.8643767474042965, -0.4263517492700747]","[2.0112520633998012, 1.2716204461207414]","[23.167396843953345, 5.074843215814731, 12.075301272962669]",1.629981376530907e+16,0.5808988403112647
331,"[0.81848973931661, -0.4304876920452467, -0.3804666787393937]","[1.961097200514039, -0.4841943274783416]","[27.01821629936336, 16.404485823570475, 1.8772779297014068]",6.951420147434941e+17,0.5810612806045763
2158,"[0.7250259672651682, 0.5276843809096037, -0.44259071492209995]","[2.02928203654662, 0.629150515855068]","[6.342651828810477, 22.24566352386404, 1.5271771420460567]",4.560624779823448e+16,0.5817303919957675
665,"[0.20495274852542122, 0.6507566329667773, -0.7311020281203015]","[2.3907321245987565, 1.2656852575624333]","[17.366909279060355, 33.92589834394096, 8.308873625416751]",2.9406071700967465e+19,0.5819081902875007
1889,"[0.01760871109106399, 0.2516325777537252, 0.9676626370314848]","[0.25500261116265893, 1.5009323501442002]","[17.463678499272874, 38.977306108312284, 18.03908619747546]",2.998371610671158e+16,0.5819670816194843
834,"[-0.27648472950532765, 0.9596992620230591, -0.050334092052616755]","[1.6211516968602324, 1.8512958008489468]","[7.378442838787379, 8.819236762632876, 25.68369848486576]",3.954702260039027e+16,0.5820591404847177
1218,"[-0.7852199336786186, -0.5851712047423567, -0.20249522684282031]","[1.7747015928495735, -2.501149905166964]","[33.92557476792423, 31.83383423878132, 4.247834188306962]",2.8797476478468454e+18,0.5824041662193821
452,"[-0.7064830075560176, -0.15152248134240132, 0.6913195337052513]","[0.8074826457746382, -2.9303189765610465]","[18.62221994715493, 8.203566806485384, 38.30950873500176]",1.6073195846841464e+16,0.5825932548791086
